[10, 20, 30, 40, 50, 60, 80, 100]
[4651.684696575979, 9084.601445841961, 12477.708826667556, 14667.295440433863, 19680.209488295626, 20061.817877826932, 27817.414328391907, 33736.24256504774]
[528, 960, 1216, 1328, 1696, 1712, 2144, 2496]
[4123.684696575979, 8124.601445841961, 11261.708826667556, 13339.295440433863, 17984.209488295626, 18349.817877826932, 25673.414328391907, 31240.242565047738]
[0.7052670592449586, 0.44185850738329635, 0.29412031648542486, 0.20553428993653772, 0.077628659388843, 0.06191916446096975, 0.019794027988489327, 0.0029697498486980405]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.8433051360508333, 0.6763948591909944, 0.5937455908197753, 0.5371084840724133, 0.37816180712869013, 0.3507711574848344, 0.24696734223472724, 0.14444721332374086]
[0.9002061654570018, 0.8103711403267987, 0.7368419305879254, 0.683536110029261, 0.5190162338832044, 0.5456609249163419, 0.5456609249163419, 0.34254928516004823]
[0.9578907814534665, 0.9093297114626596, 0.8623672548254334, 0.8277082323811449, 0.7632763763146617, 0.7231330071735659, 0.6536307811431543, 0.5802639565486601]
[0.969864085877601, 0.8864976228719855, 0.7795752413615361, 0.6763687553151216, 0.5181812072383889, 0.44736311261829975, 0.2247187451653577, 0.10343369526435113]
[33, 60, 76, 83, 106, 107, 134, 156]
[0.020948410034179688, 0.03606414794921875, 0.053167104721069336, 0.07363748550415039, 0.11774635314941406, 0.12875986099243164, 0.19170904159545898, 0.31224656105041504]
