[5744.821037721945, 4098.557386750063, 5197.239952169456, 6102.668306315096, 9628.517206124046, 16922.749378058772, 86001.37498615503]
[0, 0, 0, 0, 0, 0, 0]
[{0: 50, 4: 9}, {0: 38, 12: 1}, {0: 50, 16: 1}, {0: 62, 20: 1}, {0: 98, 32: 1}, {0: 146, 48: 1}, {0: 629, 209: 1}]
[4, 12, 16, 20, 32, 48, 209]
[896, 400, 496, 528, 736, 1216, 4320]
[4848.821037721945, 3698.5573867500634, 4701.239952169456, 5574.668306315096, 8892.517206124046, 15706.749378058772, 81681.37498615503]
[0.5306810705385788, 0.6823186244283337, 0.5914575745364901, 0.5094534507738028, 0.2963178799314774, 0.10153587136073715, 1.0995290138397585e-13]
[1, 1, 1, 1, 1, 1, 1]
[0.6369088258938779, 0.7783125570686418, 0.7183288830986235, 0.6629680834613703, 0.5211953074858877, 0.3781618071286901, 0.01498793030477176]
[0.9511698752531667, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627]
[0.9093297114626595, 0.9502544225688344, 0.9351638519212849, 0.9203129279589389, 0.8771602801771057, 0.8227543820685894, 0.4319610832451577]
[0.963333938380057, 0.9318406922844511, 0.8893258992866626, 0.8433828139631174, 0.6546765510031681, 0.3296249022605459, 1.7154133667816928e-11]
[56, 25, 31, 33, 46, 76, 270]
