[6, 10, 20, 30, 40, 50, 60, 80, 100]
[192, 320, 576, 816, 1120, 1472, 1648, 2048, 2720]
[1114.280656848515, 1795.5242784795778, 3574.986349079736, 5571.112080733124, 8343.26359962397, 11746.598323473638, 13769.016347301962, 18692.0892875948, 26845.742877231565]
[0.9256704884604735, 0.8718841569705089, 0.741252873546396, 0.6126018025467592, 0.4320232369125332, 0.30677006375623805, 0.2603070598533982, 0.12543836622643018, 0.031244701474164107]
[1, 1, 1, 1, 1, 1, 1, 1, 1]
[0.9558895783575599, 0.9275689688183277, 0.8603841919146961, 0.798065677681905, 0.7402609576967044, 0.6866430931872, 0.6369088258938781, 0.547986285490042, 0.47147873742168583]
[0.9850934380853521, 0.9752793831785673, 0.9511698752531668, 0.9276563692349433, 0.8185257542796962, 0.7785570395897228, 0.8605463393821575, 0.8185257542796961, 0.6061510638947132]
[0.988065780494209, 0.9772512378214518, 0.956932890672013, 0.9398537314349842, 0.9175547491935326, 0.892207064699052, 0.8815592697443162, 0.8503722756378913, 0.7984263308107644]
[0.9949136893727845, 0.9862279404179561, 0.9465300329440669, 0.880424736488802, 0.7770660331434294, 0.6431700711285488, 0.5387445648157628, 0.3288662136065136, 0.1369299801242622]
[12, 20, 36, 51, 70, 92, 103, 128, 170]
[12.955517768859863, 13.684399366378784, 14.921722888946533, 15.164684295654297, 17.368633270263672, 19.012880086898804, 19.77425217628479, 20.16224503517151, 20.47387719154358]
[615, 870, 1830, 2850, 3795, 4725, 5700, 7350, 9735]
[4861.541215116964, 6827.780980340284, 13838.146695639185, 21014.769302036202, 28181.06084957261, 38063.11612574054, 45328.25606140539, 62338.24653698535, 87794.19558040013]
[0.892460737112073, 0.8129096929951728, 0.5913589709761472, 0.38668343779224185, 0.20217834041083912, 0.0936356849963935, 0.048773668175998805, 0.006377010810221083, 0.00019058962775603424]
[1, 1, 1, 1, 1, 1, 1, 1, 1]
[0.9558895783575599, 0.9275689688183277, 0.8603841919146961, 0.798065677681905, 0.7402609576967044, 0.6866430931872, 0.6369088258938781, 0.547986285490042, 0.47147873742168583]
[0.9850934380853521, 0.9752793831785673, 0.9511698752531668, 0.9276563692349433, 0.8185257542796962, 0.7785570395897228, 0.8605463393821575, 0.8185257542796961, 0.6061510638947132]
[0.9684910757595269, 0.9455126435024223, 0.8904235427767184, 0.8435930602951371, 0.7881088379839447, 0.7421906713080446, 0.7073900163863013, 0.6362102740050803, 0.5508469925766851]
[0.9786070559223471, 0.9503852919686441, 0.8115290033045824, 0.6191513273001846, 0.42338087493445514, 0.23599587328052998, 0.12579835568298978, 0.022346753418151705, 0.001210668647014906]
[56, 82, 172, 269, 360, 446, 542, 702, 927]
[41.545639514923096, 42.88509798049927, 46.36847400665283, 48.84343457221985, 68.23486185073853, 67.66651582717896, 64.82605814933777, 67.26796174049377, 78.43862986564636]
