[10, 20, 30, 40, 50, 60, 80, 100]
[6366.022244434819, 13764.211522096031, 21064.820626249108, 27176.262151983847, 34454.94384844036, 44846.10820789473, 59537.516187442576, 77090.48332934802]
[880, 1472, 2048, 2560, 2976, 3712, 4688, 5616]
[5486.022244434819, 12292.211522096031, 19016.820626249108, 24616.262151983847, 31478.943848440358, 41134.10820789473, 54849.516187442576, 71474.48332934802]
[0.6208176539422768, 0.3868849271201499, 0.16286359246645446, 0.07486882505731356, 0.030601292773405137, 0.008570817511425419, 0.0006169558273619713, 1.386514471462215e-05]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.7744209942832986, 0.6180388156137953, 0.4439551321314537, 0.33698341088258427, 0.2596621929721051, 0.19415447453059972, 0.09433460411732444, 0.06222812753727095]
[0.8867871865156693, 0.8434852575742158, 0.6767263388387884, 0.5971154355311371, 0.5190162338832046, 0.4000580330265001, 0.28749240151041155, 0.08348359142021088]
[0.9426789411643326, 0.8913148576343533, 0.826880524148764, 0.7709512887465834, 0.7231330071735658, 0.6789596158607611, 0.5773684336057437, 0.5182338352581968]
[0.9589671396033801, 0.8326402791353412, 0.6555851182882657, 0.48262216014846493, 0.3140016470649745, 0.16252040864071285, 0.03940067233127642, 0.0051500421711642855]
[55, 92, 128, 160, 186, 232, 293, 351]
[0.021723270416259766, 0.02923297882080078, 0.044243574142456055, 0.08553266525268555, 0.08055853843688965, 0.09416604042053223, 0.1427311897277832, 0.19057106971740723]
