[93.45966692414834, 991.6606029730924, 2130.807768214442, 4055.107019116237, 17553.746322755313, 276.7742284358963, 1172.6690867663335, 4842.172216997655, 16213.752738603713, 31508.33850685087]
[16, 144, 288, 480, 1568, 48, 176, 560, 1616, 2896]
[77.45966692414834, 847.6606029730924, 1842.8077682144424, 3575.107019116237, 15985.746322755313, 228.7742284358963, 996.6690867663335, 4282.172216997655, 14597.752738603713, 28612.33850685087]
[0.9862717957309541, 0.8854538305298556, 0.7359609207110785, 0.5585071458703728, 0.10450915657591198, 0.9714786116348081, 0.8633931148986356, 0.6631283687636408, 0.2771100355009765, 0.039237227307720834]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[0.995, 0.9463545798134431, 0.9091562615825302, 0.8307187014821327, 0.5425201222922791, 0.990025, 0.960693043575437, 0.8433051360508333, 0.6180388156137951, 0.3157247089126453]
[0.9925187343750002, 0.955943618699045, 0.856248986099868, 0.7669514308749937, 0.4101983902527057, 0.9850934380853521, 0.9184145347141541, 0.8779525137804479, 0.7079144895174394, 0.48388511639810067]
[0.999, 0.9851045463620023, 0.9723747443770956, 0.9502544225688345, 0.8444374977929306, 0.997002999, 0.9860906369990011, 0.9550199818235597, 0.8762831198969293, 0.7399663251239451]
[0.9996991706039378, 0.9935676233141192, 0.9722601356953118, 0.922501295995008, 0.5561309047854164, 0.9991097362537346, 0.9923579464935168, 0.9378413499400138, 0.7227885349358993, 0.34708473923951977]
[1, 9, 18, 30, 98, 3, 11, 35, 101, 181]
[0.24920320510864258, 0.011482000350952148, 0.011818885803222656, 0.018213272094726562, 0.05780601501464844, 0.00723576545715332, 0.009249210357666016, 0.015051841735839844, 0.034937381744384766, 0.08801889419555664]
