[93.45966692414834, 991.6606029730924, 2130.807768214442, 4055.107019116237, 17553.746322755313]
[16, 144, 288, 480, 1568]
[77.45966692414834, 847.6606029730924, 1842.8077682144424, 3575.107019116237, 15985.746322755313]
[0.9862717957309541, 0.8854538305298556, 0.7359609207110785, 0.5585071458703728, 0.10450915657591198]
[1, 1, 1, 1, 1]
[0.995, 0.9463545798134431, 0.9091562615825302, 0.8307187014821327, 0.5425201222922791]
[0.9925187343750002, 0.955943618699045, 0.856248986099868, 0.7669514308749937, 0.4101983902527057]
[0.999, 0.9851045463620023, 0.9723747443770956, 0.9502544225688345, 0.8444374977929306]
[0.9996991706039378, 0.9935676233141192, 0.9722601356953118, 0.922501295995008, 0.5561309047854164]
[1, 9, 18, 30, 98]
[0.24920320510864258, 0.011482000350952148, 0.011818885803222656, 0.018213272094726562, 0.05780601501464844]
