[10, 20, 30, 40, 50, 60, 80, 100]
[4846.281951787856, 9229.243642912284, 14082.860235494996, 17320.66748697817, 22911.45718195256, 25679.625429829735, 35933.610095208125, 43318.37855026086]
[544, 960, 1376, 1600, 2016, 2224, 2704, 3232]
[4302.281951787856, 8269.243642912284, 12706.860235494996, 15720.667486978173, 20895.45718195256, 23455.625429829735, 33229.610095208125, 40086.37855026086]
[0.7434652988138667, 0.5479800866542957, 0.33988230655120505, 0.24106193149807467, 0.12284009898330847, 0.0716950577460769, 0.021131449122957092, 0.004841128517174808]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.860384191914696, 0.7402609576967044, 0.6369088258938781, 0.5479862854900419, 0.4714787374216859, 0.4056528525015183, 0.30028896908517394, 0.22229219984074697]
[0.9276563692349433, 0.9047241315891247, 0.7982912927496736, 0.8185257542796961, 0.6869666497363819, 0.637268988079945, 0.6699844104191454, 0.6061510638947133]
[0.9617319426784905, 0.9249283295681432, 0.8859803203984787, 0.8537822855004557, 0.8170123504685091, 0.7794828569739656, 0.7282152468433474, 0.6701859060067417]
[0.9685612919880883, 0.884617804336158, 0.7545114280355278, 0.6294764024668901, 0.46420922892425137, 0.35579949865585214, 0.14423326558888208, 0.05361005170881921]
[34, 60, 86, 100, 126, 139, 169, 202]
[0.013709545135498047, 0.0223696231842041, 0.03445005416870117, 0.04953336715698242, 0.06351828575134277, 0.06621217727661133, 0.0953671932220459, 0.12733936309814453]
