[10, 20, 30, 40, 50, 60, 80, 100]
[5286.179562358087, 9697.192933968232, 16545.595064910398, 20917.438836599387, 22249.223443968902, 29724.505569240002, 40162.58809883809, 43814.73005924736]
[672, 1056, 1568, 1824, 1904, 2320, 2928, 3152]
[4614.179562358087, 8641.192933968232, 14977.595064910398, 19093.438836599387, 20345.223443968902, 27404.505569240002, 37234.58809883809, 40662.73005924736]
[0.7108482441190774, 0.4716134930249795, 0.2619333051482454, 0.1660332630195775, 0.08699805557870284, 0.03969266623195516, 0.007682893015704378, 0.0017299316483536161]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.8183201210226742, 0.6696478204705641, 0.5479862854900422, 0.44842820346097684, 0.366957821726167, 0.30028896908517394, 0.20108785365923934, 0.13465804292601338]
[0.9511698752531668, 0.9047241315891248, 0.7982912927496736, 0.8185257542796962, 0.6869666497363818, 0.6372689880799451, 0.5483994948939684, 0.47192317785002874]
[0.9455126435024225, 0.8850943400780802, 0.8335254355400129, 0.7912691702140662, 0.7260327850203419, 0.6864731778340099, 0.6075935243162953, 0.5239687596143535]
[0.9658912622798622, 0.8794963153828042, 0.7183577543166454, 0.5716702477478959, 0.47533687961936555, 0.30215134773904295, 0.11466444264602045, 0.051954114130670886]
[42, 66, 98, 114, 119, 145, 183, 197]
[0.02254629135131836, 0.03929424285888672, 0.06720137596130371, 0.10291934013366699, 0.13453912734985352, 0.16041016578674316, 0.24896574020385742, 0.3756072521209717]
