[5095.676721867836, 3096.9191338842065, 4009.990512016042, 4598.147236912617, 7773.661724369281, 10181.229714684756, 38407.160035496396]
[0, 0, 0, 0, 0, 0, 0]
[{0: 50, 4: 9}, {0: 38, 12: 1}, {0: 50, 16: 1}, {0: 62, 20: 1}, {0: 98, 32: 1}, {0: 146, 48: 1}, {0: 629, 209: 1}]
[4, 12, 16, 20, 32, 48, 209]
[784, 304, 384, 400, 576, 704, 1792]
[4311.676721867836, 2792.9191338842065, 3625.990512016042, 4198.147236912617, 7197.661724369281, 9477.229714684756, 36615.160035496396]
[0.5230609131705578, 0.690185896154097, 0.6034448083429395, 0.5272614716240944, 0.3169278689533119, 0.15266465852417382, 9.864314772584816e-08]
[1, 1, 1, 1, 1, 1, 1]
[0.6369088258938779, 0.7783125570686418, 0.7183288830986235, 0.6629680834613703, 0.5211953074858877, 0.3781618071286901, 0.01498793030477176]
[0.9511698752531667, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627]
[0.8922070646990515, 0.9445671308589199, 0.9286373107007023, 0.9129761418240964, 0.8640945798906342, 0.792854085531042, 0.35397841359256493]
[0.9677234289618438, 0.9482603611260675, 0.9137270455923117, 0.8798778203728985, 0.7107993713740203, 0.5142993318415976, 1.8780055064890113e-05]
[49, 19, 24, 25, 36, 44, 112]
