[5744.821037721945, 3757.4050981355426, 5082.416072038856, 5656.974381613632, 8912.674236878938, 15176.897874825332, 70657.99729831146]
[0, 0, 0, 0, 0, 0, 0]
[{0: 50, 4: 9}, {0: 38, 12: 1}, {0: 50, 16: 1}, {0: 62, 20: 1}, {0: 98, 32: 1}, {0: 146, 48: 1}, {0: 629, 209: 1}]
[4, 12, 16, 20, 32, 48, 209]
[896, 368, 496, 496, 704, 1104, 3520]
[4848.821037721945, 3389.4050981355426, 4586.416072038856, 5160.974381613632, 8208.674236878938, 14072.897874825332, 67137.99729831146]
[0.5306810705385788, 0.6836637607253304, 0.5894929366068847, 0.5118074154480056, 0.3016502715900551, 0.11148964215782575, 9.236754433780415e-12]
[1, 1, 1, 1, 1, 1, 1]
[0.6369088258938779, 0.7783125570686418, 0.7183288830986235, 0.6629680834613703, 0.5211953074858877, 0.3781618071286901, 0.01498793030477176]
[0.9511698752531667, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627, 0.9900374375390627]
[0.9093297114626595, 0.9464591026050272, 0.9295668775782807, 0.9129761418240966, 0.8649595394300643, 0.8048425808804329, 0.38966366310516615]
[0.963333938380057, 0.9374218077208138, 0.8917087300851864, 0.8540885640059327, 0.67585855199483, 0.36999367028988644, 1.597482857609364e-09]
[56, 23, 31, 31, 44, 69, 220]
